상태,피그마,key,설명,en,lo,th,zh
번역 완료,ADMIN 일반배송(보류),Move hub,,Move hub,ຍ້າຍໄປສູນກາງຮັບ,,
번역 완료,ADMIN 무브관리,Move management,필터,Move management,Move ການຈັດການ,,
번역 완료,ADMIN 드라이버관리,Move vehicle matching,,Move vehicle matching,ຍ້າຍຍານພາຫະນະທີ່ກົງກັນ,ย้ายการจับคู่ยานพาหนะ,
번역 완료,ADMIN 설정,My account,,My account,ບັນຊີຂອງຂ້ອຍ,,
번역 완료,ADMIN 콕콕관리,N,,N,ບໍ່,,
병합 필요,ADMIN 콕콕관리,Name,,Name,ຊື່,,
번역 완료,KKH 초기화면 04.회원가입 (신원확인),Nationality,,Nationality,ສັນຊາດ,,
번역 완료,ADMIN 차량관리,ND (LSM),,ND (LSM),ໜອງດ້ວງ (LSM),,
번역 완료,ADMIN 기타,New 1:1 inquiry has been registered.,Discription,New 1:1 inquiry has been registered.,ໃໝ່  ຂໍ້ຊັກຖາມ 1:1 ໄດ້ຖືກລົງທະບຽນແລ້ວ.,,
번역 완료,ADMIN 지원,New clients,,New clients,ລູກຄ້າໃໝ່,,
번역 완료,ADMIN 기타,New driver registration request.,Discription,New driver registration request.,ຄຳຮ້ອງຂໍ ລົງທະບຽນໃຫມ່.,,
번역 완료,ADMIN 드라이버관리,New mobile number,본문,New mobile number,ເບີໂທລະສັບມືຖືໃຫມ່,เบอร์โทรศัพท์มือถือใหม่,
번역 완료,"ADMIN 로그인, ADMIN 설정",New password,,New password,ລະຫັດຜ່ານໃໝ່,,
번역 완료,ADMIN 차량관리,New plate number,,New plate number,ເລກທະບຽນໃໝ່,เลขทะเบียนใหม่,
번역 완료,ADMIN 기타,New registration,Title,New registration,ລົງທະບຽນໃຫມ່,,
번역 완료,ADMIN 기타,New withdrawal request.,Discription,New withdrawal request.,ຄຳຮ້ອງຂໍ ເບີກຖອນເງິນ.,,
번역 완료,ADMIN 로그인,Next,,Next,ຕໍ່ໄປ,,
번역 완료,ADMIN 차량관리,No advertisement,,No advertisement,ບໍ່ມີການໂຄສະນາ,,
병합 필요,ADMIN 콕콕관리,No history,,No history,ຍັງບໍ່ມີປະຫວັດການນໍາໃຊ້,,
병합 필요,ADMIN 드라이버관리,No history,,No history,ຍັງບໍ່ມີປະຫວັດການນໍາໃຊ້,,
번역 완료,ADMIN 드라이버관리,No image,,No image,ບໍ່ທັນມີຮູບພາບ,,
번역 완료,"ADMIN 무브배차, ADMIN 콕콕관리",No results found,,No results found,ບໍ່ພົບຜົນການຄົ້ນຫາ,,
번역 완료,ADMIN 지원,No.,,No.,ເລກທີ່,เลขที่,
번역 완료,ADMIN 콕콕관리,Note,,Note,ໝາຍເຫດ,,
번역 완료,ADMIN 콕콕관리,Notes,,Notes,ໝາຍເຫດ,,
번역 완료,ADMIN 지원,Notice,,Notice,ແຈ້ງການ,,
번역 완료,ADMIN 지원,Notice details,,Notice details,ລາຍລະອຽດຈະແຈ້ງໃຫ້ຮູ້ລ່ວງໜ້າ.,รายละเอียดแจ้งให้ทราบล่วงหน้า,
번역 완료,ADMIN. 캘린더,NOV,Month (short),NOV,ເດືອນພະຈິກ,,
번역 완료,ADMIN. 캘린더,November,Month (full),November,ເດືອນພະຈິກ,,
번역 완료,ADMIN 모니터링,Number of cars,,Number of cars,ຈໍານວນພາຫະນະ,จำนวนยานพาหนะ,
번역 완료,ADMIN 드라이버관리,Numbers only,,Numbers only,ຕົວເລກເທົ່ານັ້ນ,ตัวเลขเท่านั้น,
병합 필요,ADMIN. 캘린더,OCT,Month (short),OCT,ເດືອນຕຸລາ,,
번역 완료,ADMIN. 캘린더,October,Month (full),October,ເດືອນຕຸລາ,,
번역 완료,ADMIN 드라이버관리,Off,,Off,ປິດ,,
번역 완료,"ADMIN 드라이버관리, ADMIN 모니터링, ADMIN 지원",On,,On,ເປີດ,,
번역 완료,ADMIN 차량관리,On repair,,On repair,ຢູ່ໃນລະຫວ່າງການ​ສ້ອມ​ແປງ​,,
번역 완료,ADMIN 드라이버관리,"Once the approval is done, it cannot be withdrawn.
Please check the information is correct.",본문,"Once the approval is done, it cannot be withdrawn.
Please check the information is correct.","ເມື່ອການຢັ້ງຢືນສໍາເລັດແລ້ວ, ມັນບໍ່ສາມາດແກ້ໄຂໄດ້.
ກະລຸນາກວດຄືນວ່າ ຂໍ້ມູນຖືກຕ້ອງແລ້ວ.",,
번역 완료,ADMIN 지원,"Once the notice is deleted, it cannot be withdrawn.
Are you sure you want to delete?",본문,"Once the notice is deleted, it cannot be withdrawn.
Are you sure you want to delete?","ທັນທີທີ່ ແຈ້ງການຖືກລຶບ, ມັນຈະບໍ່ສາມາດຢ້ອນກັບ.
ທ່ານແນ່ໃຈບໍ່ວ່າຈະລຶບ?",,
번역 완료,ADMIN 지원,Only numbers,,Only numbers,ຕົວເລກເທົ່ານັ້ນ,,
번역 완료,ADMIN 회원관리,Orange,,Orange,Orange,,
번역 완료,ADMIN 지원,Order,,Order,ຄຳສັ່ງຂົນສົ່ງ,,
확인 필요,ADMIN 콕콕관리,Order canceled,,Order canceled,ຄໍາສັ່ງຂົນສົ່ງ ຖືກຍົກເລີກ,,
번역 완료,ADMIN 콕콕관리,Order canceled (Administrator),,Order canceled (Administrator),ຄຳສັ່ງຂົນສົ່ງ ຖືກຍົກເລີກ (ໂດຍຜູ້ດູແລການຂົນສົ່ງ),,
번역 완료,ADMIN 콕콕관리,Order details,,Order details,ລາຍລະອຽດ ຄຳສັ່ງຂົນສົ່ງ,,
번역 완료,"ADMIN 무브관리, ADMIN 회원관리",Order history,,Order history,ປະຫວັດ ຄໍາສັ່ງຂົນສົ່ງ,,
번역 완료,ADMIN 콕콕관리,Order list,,Order list,ລາຍການ ຄຳສັ່ງຂົນສົ່ງ,,
번역 완료,ADMIN 무브관리,Order not completed,,Order not completed,ຄໍາສັ່ງບໍ່ສໍາເລັດ,,
번역 완료,ADMIN 드라이버관리,Order number,,Order number,ເລກທີ ຄຳສັ່ງຂົນສົ່ງ,,
번역 완료,ADMIN 콕콕관리,Ordered,주문 기록,Ordered,ສ້າງຄຳສັ່ງຂົນສົ່ງແລ້ວ,สร้างใบสั่งจัดส่งแล้ว,已下单
번역 완료,,Orders,,Orders,ຄໍາສັ່ງ,,
번역 완료,"ADMIN 랭킹, RANKING 메인",Orders,,Orders,ຄຳສັ່ງ,,
번역 완료,ADMIN 콕콕관리,Orders in progress,,Orders in progress,ຄຳສັ່ງຂົນສົ່ງ ກຳລັງຖືກດຳເນີນການ,,
번역 완료,ADMIN 지원,OS,,OS,OS,,
번역 완료,ADMIN 콕콕관리,Other reason,,Other reason,ເຫດຜົນອື່ນ,เหตุผลอื่น ๆ,
번역 완료,"ADMIN 지원, ADMIN 회원관리",Others,,Others,ອື່ນໆ,,
번역 완료,ADMIN 지원,Our partners,,Our partners,ຄູ່ຮ່ວມທຸລະກິດຂອງພວກເຮົາ,,
번역 완료,ADMIN 드라이버관리,Out,,Out,ຖອນອອກ,사용하지 않음,
번역 완료,ADMIN 콕콕관리,Out for delivery,,Out for delivery,ເລີ່ມການຂົນສົ່ງ,,
번역 완료,ADMIN 차량관리,Owner,,Owner,ເຈົ້າຂອງ,,
번역 완료,ADMIN 차량관리,Owner has been changed.,,Owner has been changed.,ເຈົ້າຂອງໄດ້ຖືກປ່ຽນ.,,
번역 완료,ADMIN 일반배송(보류),P→H Driver,,P→H Driver,P→H ຄົນຂັບ,,
번역 완료,ADMIN 지원,Package,,Package,ພັດສະດຸ,,
병합 필요,ADMIN 콕콕관리,Package information,,Package information,ຂໍ້ມູນ ພັດສະດຸ,,
병합 필요,ADMIN 콕콕관리,Packaging,,Packaging,ການຫຸ້ມຫໍ່,,
번역 완료,ADMIN 지원,Packaging service,,Packaging service,ບໍລິການຫຸ້ມຫໍ່ພັດສະດຸ,,
번역 완료,ADMIN 로그인,Page not found,,Page not found,ບໍ່ເຫັນໜ້ານີ້,ไม่พบหน้านี้,
번역 완료,ADMIN 콕콕관리,Paid,,Paid,ຈ່າຍແລ້ວ,,
번역 완료,ADMIN 콕콕관리,Paid (admin),,Paid (admin),ຊຳລະແລ້ວ (ແອັດມິນ),,
번역 완료,,Paid date,,Paid date,ວັນທີຈ່າຍ,,
번역 완료,ADMIN 콕콕관리,Paid status,,Paid status,ສະຖານະການຈ່າຍ,สถานะการชำระเงิน,
번역 완료,ADMIN 콕콕관리,Paper,,Paper,ແຜ່ນພິມຕ່າງໆ,,
번역 완료,ADMIN 드라이버관리,Passenger,,Passenger,ຜູ້ໂດຍສານ,승객,
번역 완료,ADMIN 무브관리,Passenger canceled,,Passenger canceled,ຍົກເລີກຜູ້ໂດຍສານ,ผู้โดยสารถูกยกเลิก,
번역 완료,ADMIN 무브관리,Passenger mobile,,Passenger mobile,ມືຖືຜູ້ໂດຍສານ,มือถือผู้โดยสาร,
번역 완료,ADMIN 무브관리,Passenger name,,Passenger name,ຊື່ຜູ້ໂດຍສານ,ชื่อผู้โดยสาร,
병합 필요,"ADMIN 로그인, ADMIN 설정",Password,,Password,ລະຫັດຜ່ານ,,
번역 완료,"ADMIN 로그인, ADMIN 설정",Password has been changed.,,Password has been changed.,ລະຫັດຜ່ານ ມີການປ່ຽນແປງ.,,
번역 완료,"ADMIN 로그인, ADMIN 설정",Password matches,,Password matches,ລະຫັດຜ່ານກົງກັນ,,
번역 완료,ADMIN 콕콕관리,Payment,,Payment,ການຊຳລະເງິນ,,
번역 완료,ADMIN 콕콕관리,Payment gateway,,Payment gateway,ຊ່ອງທາງການຊຳລະເງິນ,,
번역 완료,ADMIN 콕콕관리,Payment image,,Payment image,ຮູບພາບການຊຳລະ,,
번역 완료,"ADMIN 무브관리, ADMIN 회원관리",Payment information,,Payment information,ຂໍ້ມູນ ການຊຳລະເງິນ,,
번역 완료,ADMIN 정산,Payment method,,Payment method,ຊ່ອງທາງການຊຳລະ,,
제거 필요,,Payment status,,Payment status,ສະຖານະການຈ່າຍເງິນ,สถานะการชำระเงิน,
번역 완료,ADMIN 드라이버관리,Penalty deduction,,Penalty deduction,ການຫັກຄະແນນສຳລັບຜິດລະບຽບ,,
번역 완료,ADMIN 드라이버관리,Pending,,Pending,ລໍຖ້າຢູ່,รอดำเนินการ,
번역 완료,ADMIN 차량관리,Pending (Parts),,Pending (Parts),ລໍຖ້າດຳເນີນການ (ອາໄຫຼ່),,
번역 완료,ADMIN 차량관리,Pending (Payment),,Pending (Payment),ລໍຖ້າດຳເນີນການ (ການຊໍາລະ),,
번역 완료,ADMIN 지원,Percentage (%),,Percentage (%),ເປີເຊັນ (%),,
번역 완료,ADMIN 드라이버관리,Performance,드라이버관리,Performance,ການປະເມີນຜົນການປະຕິບັດ,,
번역 완료,ADMIN 지원,Period,,Period,ໄລຍະເວລາ,,
번역 완료,ADMIN 지원,Period / Condition,,Period / Condition,ໄລຍະເວລາ / ເງື່ອນໄຂ,,
번역 완료,ADMIN 지원,Period of use,,Period of use,ໄລຍະເວລາ ການນຳໃຊ້,,
번역 완료,ADMIN 차량관리,Physical damage,,Physical damage,ຄວາມເສຍຫາຍທາງພາຍນອກ,,
번역 완료,,Pick-up,,Pick-up,ຮັບ,,
병합 필요,ADMIN 콕콕관리,Pick-up,,Pick-up,ຮັບເຄື່ອງ,,
번역 완료,ADMIN 지원,Pick-up date,,Pick-up date,ວັນທີ ຮັບເຄື່ອງ,,
번역 완료,ADMIN 일반배송(보류),Pick-up hub,,Pick-up hub,ສູນ ຮັບເຄື່ອງ,,
병합 필요,ADMIN 콕콕관리,Pick-up time,테이블,Pick-up time,ເວລາ ຮັບເຄື່ອງ,,
번역 완료,ADMIN 드라이버관리,Pick-up truck & Van,,Pick-up truck & Van,ລົດກະບະ ແລະ ລົດຕູ້,กระบะและรถตู้,
번역 완료,,Pickup date,,Pickup date,ວັນທີຮັບ,,
번역 완료,ADMIN 지원,Pin,,Pin,ປັກໝຸດ,,
번역 완료,ADMIN 드라이버관리,Plate number,,Plate number,ເລກປ້າຍລົດ,,
번역 완료,ADMIN 차량관리,Plate number has been changed.,토스트,Plate number has been changed.,ໝາຍເລກທະບຽນໄດ້ປ່ຽນແລ້ວ.,หมายเลขทะเบียนมีการเปลี่ยนแปลง,
적용 완료,ADMIN 차량관리,Plate number is 17 characters.,,Plate number is 17 characters.,ເລກທະບຽນລົດແມ່ນ 17 ຕົວອັກສອນ.,,
번역 완료,ADMIN 지원,Platform type,,Platform type,ປະເພດແພລດຟອມ,,
번역 완료,ADMIN 콕콕관리,Please apply the filter to search,,Please apply the filter to search,ກະລຸນານຳໃຊ້ຕົວກອງເພື່ອຄົ້ນຫ,กรุณาใช้ตัวกรองเพื่อค้นหา,请使用过滤器进行搜索
번역 완료,ADMIN 무브관리,Please change payment status,,Please change payment status,ກະລຸນາປ່ຽນສະຖານະການຈ່າຍເງິນ.,กรุณาเปลี่ยนสถานะการชำระเงิน,
번역 완료,ADMIN 드라이버관리,Please check again if the content you are trying to apply is correct.,,Please check again if the content you are trying to apply is correct.,ກະລຸນາກວດກາອີກຄັ້ງ ວ່າເນື້ອຫາໃນການສະໝັກ ຖືກຕ້ອງຄົບຖວນແລ້ວ.,,
번역 완료,ADMIN 일반배송(보류),Please check it the order information is correct.,본문,Please check it the order information is correct.,ກະລຸນາກວດເບິ່ງວ່າຂໍ້ມູນການສັ່ງຊື້ແມ່ນຖືກຕ້ອງ.,,
번역 완료,ADMIN 일반배송(보류),Please check it the product information is correct.,,Please check it the product information is correct.,ກະລຸນາກວດເບິ່ງວ່າຂໍ້ມູນຜະລິດຕະພັນຖືກຕ້ອງ.,,
번역 완료,ADMIN 드라이버관리,Please check the order number format.,,Please check the order number format.,ກະລຸນາກວດກາ  ຮູບແບບເລກທີຄຳສັ່ງຂົນສົ່ງ.,,
번역 완료,ADMIN 드라이버관리,Please check the time format.,,Please check the time format.,ກະລຸນາກວດເບິ່ງຮູບແບບເວລາ.,โปรดตรวจสอบรูปแบบเวลา,
번역 완료,ADMIN 드라이버관리,Please describe the reason for the deduction,,Please describe the reason for the deduction,ກະລຸນາອະທິບາຍເຫດຜົນສໍາລັບການຫັກຄະແນນ,,
번역 완료,ADMIN 드라이버관리,"Please enter 1 ~ 100,000,000,000 P.",,"Please enter 1 ~ 100,000,000,000 P.","ກະລຸນາໃສ່ 1 ~ 100,000,000,000 P.","กรุณากรอก 1 ~ 100,000,000,000 P.",
번역 완료,ADMIN 드라이버관리,Please enter a vaild IB Cool Wallet number,,Please enter a vaild IB Cool Wallet number,ກະລຸນາໃສ່ໝາຍເລກກະເປົາເງິນ IB Cool ທີ່ຖືກຕ້ອງ,,
번역 완료,ADMIN 설정,Please enter a valid address.,,Please enter a valid address.,ກະລຸນາໃສ່ທີ່ຢູ່ທີ່ຖືກຕ້ອງ.,,
번역 완료,"ADMIN 로그인, ADMIN 설정",Please enter a valid email address.,,Please enter a valid email address.,ກະລຸນາໃສ່ທີ່ຢູ່ອີເມວທີ່ຖືກຕ້ອງ.,,
번역 완료,ADMIN 지원,Please enter a valid hex code.,,Please enter a valid hex code.,ກະລຸນາ ໃສ່ ລະຫັດhex.,,
번역 완료,ADMIN 드라이버관리,Please enter a valid IB Cool Wallet number.,,Please enter a valid IB Cool Wallet number.,ກະລຸນາໃສ່ໝາຍເລກກະເປົາເງິນ IB Cool ທີ່ຖືກຕ້ອງ,,
번역 완료,ADMIN 드라이버관리,Please enter a valid mobile number.,,Please enter a valid mobile number.,ກະລຸນາໃສ່ເບີໂທລະສັບມືຖືທີ່ຖືກຕ້ອງ.,,
번역 완료,ADMIN 지원,Please enter a valid URL.,,Please enter a valid URL.,ກະລຸນາໃສ່ ທີ່ຢູ່ URL.,,
번역 완료,ADMIN 로그인,Please enter email address.,,Please enter email address.,ກະລຸນາໃສ່ທີ່ຢູ່ອີເມວຂອງທ່ານ.,,
번역 완료,ADMIN 지원,"Please enter more than ₭ 1,000",,"Please enter more than ₭ 1,000","ກະລຸນາໃສ່ຈໍານວນເງິນຫຼາຍກວ່າ 1,000ກີບ",,
번역 완료,ADMIN 지원,"Please enter more than 1,000 ₭",,"Please enter more than 1,000 ₭","ກະລຸນາໃສ່ ຫຼາຍກວ່າ 1,000 ກີບ",,
번역 완료,ADMIN 로지스틱스(보류),Please enter the 10~15 digit number.,,Please enter the 10~15 digit number.,ກະລຸນາໃສ່ຕົວເລກ 10~15 ຕົວເລກ.,,
번역 완료,ADMIN 기타,Please enter the description.,,Please enter the description.,ກະລຸນາ ໃສ່ຄຳອະທິບາຍ.,,
번역 완료,ADMIN 일반배송(보류),Please enter the name and mobile number of the driver who will be in charge of this order.,본문,Please enter the name and mobile number of the driver who will be in charge of this order.,ກະລຸນາໃສ່ຊື່ ແລະເບີມືຖື ຂອງຜູ້ຂັບລົດຂົນສົ່ງ ທີ່ຮັບຜິດຊອບຄໍາສັ່ງຂົນສົ່ງນີ້.,,
번역 완료,ADMIN 기타,Please enter the order number.,,Please enter the order number.,ກະລຸນາໃສ່ ເລກທີຄຳສັ່ງຂົນສົ່ງ.,,
번역 완료,ADMIN 로지스틱스(보류),Please enter the required information.,,Please enter the required information.,ກະລຸນາໃສ່ຂໍ້ມູນທີ່ຕ້ອງການເພື່ອວາງຄໍາສັ່ງຂອງທ່ານ.,,
번역 완료,ADMIN 기타,Please enter the valid order number.,,Please enter the valid order number.,ກະລຸນາໃສ່ ເລກທີຄຳສັ່ງຂົນສົ່ງ ທີ່ຖືກຕ້ອງ.,,
번역 완료,ADMIN 지원,Please enter the version in valid format. (0.0.0),,Please enter the version in valid format. (0.0.0),ກະລຸນາໃສ່ເວີຊັນໃນຮູບແບບທີ່ຖືກຕ້ອງ. (0.0.0),,
번역 완료,ADMIN 기타,Please enter your mobile number.,,Please enter your mobile number.,ກະລຸນາ ໃສ່ເບີໂທຂອງທ່ານ.,,
번역 완료,ADMIN 기타,Please enter your name.,,Please enter your name.,ກະລຸນາ ໃສ່ຊື່ຂອງທ່ານ.,,
번역 완료,ADMIN 드라이버관리,"Please fill out the actual time to work, to get off work.",,"Please fill out the actual time to work, to get off work.","ກະລຸນາຕື່ມຊົ່ວໂມງເຮັດວຽກຕົວຈິງ, ເວລາອອກວຽກ.","กรุณากรอกเวลาเข้าทำงานจริง, เวลาเลิกงาน",
번역 완료,"ADMIN 드라이버관리, ADMIN 로지스틱스(보류), ADMIN 설정, ADMIN 일반배송(보류), ADMIN 정산, ADMIN 지원, ADMIN 회원관리",Please fill out this field.,,Please fill out this field.,ກະລຸນາຕື່ມຂໍ້ມູນໃສ່ໃນຊ່ອງນີ້.,,
번역 완료,ADMIN 기타,Please report the inconvenience you experienced at KOKKOK Express.,,Please report the inconvenience you experienced at KOKKOK Express.,ກະລຸນາ ອະທິບາຍ ສິ່ງທີ່ບໍ່ສະດວກສຳລັບທ່ານ ໃນແອັບ KOKKOK Express.,,
번역 완료,ADMIN 기타,Please select a claim type.,,Please select a claim type.,ກະລຸນາ ເລືອກປະເພດຄຳຮ້ອງ.,,
번역 완료,ADMIN 기타,Please select a delivery date.,,Please select a delivery date.,ກະລຸນາ ໃສ່ວັນທີ ຮັບ-ສົ່ງ ພັດສະດຸທ່ານ.,,
번역 완료,ADMIN 드라이버관리,Please select a driver type,,Please select a driver type,ກະລຸນາເລືອກປະເພດໄດເວີ.,โปรดเลือกประเภทไดรเวอร์,
번역 완료,ADMIN 콕콕관리,Please select a driver.,,Please select a driver.,ກະລຸນາເລືອກ ຄົນຂັບລົດຂົນສົ່ງ.,,
번역 완료,ADMIN 무브배차,Please select a order on the list,,Please select a order on the list,ກະລຸນາເລືອກຄໍາສັ່ງໃນບັນຊີລາຍຊື່.,กรุณาเลือกคำสั่งซื้อในรายการ,
번역 완료,ADMIN 드라이버관리,Please select group.,,Please select group.,ກະລຸນາເລືອກກຸ່ມ.,กรุณาเลือกกลุ่ม,
병합 필요,ADMIN 차량관리,Please select more than 1.,,Please select more than 1.,ກະລຸນາ ເລືອກຫຼາຍກວ່າ 1.,กรุณาเลือกมากกว่า 1,
번역 완료,ADMIN 차량관리,Please select the advertisement to add.,,Please select the advertisement to add.,ກະລຸນາເລືອກໂຄສະນາທີ່ຈະເພີ່ມ.,,
번역 완료,ADMIN 통계,Please select the date.,,Please select the date.,ກະລຸນາເລືອກວັນທີ.,,
번역 완료,ADMIN 지원,Please select the service to expose the notice.,,Please select the service to expose the notice.,ກະລຸນາ ເລືອກບໍລິການ ທີ່ຈະເຜີຍແຜ່ແຈ້ງການ.,,
번역 완료,ADMIN 차량관리,Please select vehicle type.,,Please select vehicle type.,ກະລຸນາເລືອກປະເພດຍານພາຫະນະ.,กรุณาเลือกประเภทยานพาหนะ,
번역 완료,ADMIN 드라이버관리,Please select vehicle.,,Please select vehicle.,ກະລຸນາເລືອກຍານພາຫະນະ.,กรุณาเลือกยานพาหนะ,
번역 완료,ADMIN 지원,Please upload a file.,,Please upload a file.,ກະລຸນາອັບໂຫລດໄຟລ໌.,,
번역 완료,ADMIN 지원,Please upload image.,,Please upload image.,ກະລຸນາ ອັບໂຫຼດຮູບພາບ.,,
번역 완료,ADMIN 드라이버관리,Plus,,Plus,ຄະແນນບວກ,,
확인 필요,ADMIN 정산,Point information,,Point information,ຂໍ້ມູນ ຄະແນນ,,
제거 필요,ADMIN 드라이버관리,Point management,,Point management,ການຈັດການ ຄະແນນ,,
번역 완료,ADMIN 드라이버관리,Points,,Points,ຄະແນນ,,
확인 필요,"ADMIN 드라이버관리, ADMIN 정산",Points charging completed.,,Points charging completed.,ໂອນຄະແນນ ເປັນເງິນ ສຳເລັດແລ້ວ.,,
확인 필요,"ADMIN 정산, ADMIN 지원",Points history,,Points history,ປະຫວັດ ຄະແນນ,,
번역 완료,ADMIN 지원,Popup,,Popup,ການແຈ້ງເຕືອນ,,
번역 완료,ADMIN 드라이버관리,Previous history,,Previous history,ປະຫວັດລ່າສຸດ,,
번역 완료,ADMIN 콕콕관리,Price,,Price,ລາຄາ,,
번역 완료,ADMIN 기타,Privacy policy,,Privacy policy,ນະໂຍບາຍຄວາມເປັນສ່ວນຕົວ,,
번역 완료,ADMIN 일반배송(보류),Processing is possible at once only if the arrival hub is the same.,,Processing is possible at once only if the arrival hub is the same.,ສາມາດຄິດໄລ່ເປັນການຂົນສົ່ງດຽວໄດ້  ໃນກໍລະນີສູນຂົນສົ່ງພັດສະດຸລົງ ເປັນບ່ອນດຽວກັນເທົ່ານັ້ນ.,,
번역 완료,ADMIN 일반배송(보류),Processing is possible at once only if the departure hub and arrival hub are the same.,,Processing is possible at once only if the departure hub and arrival hub are the same.,ສາມາດຄິດໄລ່ເປັນການຂົນສົ່ງດຽວໄດ້  ໃນກໍລະນີສູນຂົນສົ່ງພັດສະດຸ ອອກ ແລະ ຮອດ ເປັນບ່ອນດຽວກັນ.,,
번역 완료,ADMIN 드라이버관리,Profile,,Profile,ໂປຣໄຟລ໌,,
번역 완료,ADMIN 배터리,Progress date,,Progress date,ວັນທີດໍາເນີນການ,,
번역 완료,ADMIN 콕콕관리,Publication,옵션,Publication,ປະເພດ ສິ່ງພິມ,,
번역 완료,ADMIN 배터리,QR code,,QR code,ລະຫັດ QR,,
번역 완료,ADMIN 차량관리,Ramp,,Ramp,ຕາຕ່ຳ ຕາສູງ,,
번역 완료,"ADMIN 공통, ADMIN 랭킹, RANKING 메인",Rank,,Rank,ອັນດັບ,,
번역 완료,ADMIN 콕콕관리,Rating,,Rating,ຄະແນນ,คะแนน,
번역 완료,ADMIN 드라이버관리,Rating average,,Rating average,ຄະແນນສະເລ່ຍ,,
번역 완료,ADMIN 콕콕관리,Reason,,Reason,ເຫດຜົນ,,
번역 완료,ADMIN 일반배송(보류),Reason for cancellation, 취소사유,Reason for cancellation,ເຫດຜົນສໍາລັບການຍົກເລີກ,,
번역 완료,ADMIN 무브관리,Reason type,,Reason type,ປະເພດເຫດຜົນ,,
번역 완료,ADMIN 일반배송(보류),Received,,Received,ໄດ້ຮັບແລ້ວ,,
병합 필요,ADMIN 지원,Recipient,,Recipient,ຜູ້ຮັບ,ผู้รับ,
병합 필요,ADMIN 콕콕관리,Recipient,,Recipient,ຜູ້ຮັບ,,
번역 완료,ADMIN 로지스틱스(보류),Recipient information,,Recipient information,ຂໍ້ມູນຜູ້ຮັບ,,
번역 완료,ADMIN 로지스틱스(보류),Recipient mobile,,Recipient mobile,ເບີມືຖື ຜູ້ຮັບພັດສະດຸ,,
번역 완료,ADMIN 지원,Recipient name,,Recipient name,ຊື່ຜູ້ຮັບ,,
번역 완료,ADMIN 회원관리,Red,,Red,Red,,
번역 완료,ADMIN 로지스틱스(보류),Refund,,Refund,ຄືນເງິນ,,
번역 완료,ADMIN 드라이버관리,Registration number,,Registration number,ໝາຍເລກທະບຽນລົດ,,
번역 완료,"ADMIN 드라이버관리, ADMIN 정산",Reject,,Reject,ປະຕິເສດ,,
확인 필요,ADMIN 정산,Reject to charge points,헤더,Reject to charge points,ປະຕິເສດ ການຕື່ມຄະແນນ,,
번역 완료,ADMIN 정산,Reject withdrawal request,헤더,Reject withdrawal request,ປະຕິເສດ ຄຳຂໍເບີກຖອນເງິນ,,
번역 완료,ADMIN 정산,Rejected,,Rejected,ບໍ່ຮັບເອົາ,,
번역 완료,ADMIN 드라이버관리,Rejection,,Rejection,ການປະຕິເສດ,,
번역 완료,ADMIN 차량관리,Remark,,Remark,ໝາຍເຫດ,,
번역 완료,ADMIN 배터리,Rented battery code,,Rented battery code,ແບດເຕີລີທີ່ໄດ້ເຊົ່າ,,
번역 완료,ADMIN 차량관리,Repair history,,Repair history,ປະຫວັດການສ້ອມແປງ,,
번역 완료,ADMIN 차량관리,Repair info,,Repair info,ຂໍ້​ມູນ​​ສ້ອມ​ແປງ​,,
번역 완료,ADMIN 차량관리,Repair informaiton,,Repair informaiton,ຂໍ້ມູນການສ້ອມແປງ,,
번역 완료,ADMIN 차량관리,Repair location,,Repair location,ສະຖານທີ່ສ້ອມແປງ,,
번역 완료,ADMIN 차량관리,Repair location has been changed.,,Repair location has been changed.,ສະຖານທີ່ສ້ອມແປງໄດ້ຖືກປ່ຽນແລ້ວ.,,
번역 완료,ADMIN 차량관리,Repair shop name,,Repair shop name,ຊື່ຮ້ານສ້ອມແປງ,,
번역 완료,ADMIN 배터리,Replacement quantity,,Replacement quantity,ຈໍານວນການປ່ຽນແທນ,,
번역 완료,ADMIN 지원,Reply,,Reply,ຕອບກັບ,,
번역 완료,ADMIN 지원,Reply history,,Reply history,ປະຫວັດການຕອບກັບ,,
번역 완료,ADMIN 지원,Reply to this inquiry,,Reply to this inquiry,ຕອບກັບ ການສອບຖາມນີ້,,
번역 완료,,Request date,,Request date,ວັນທີຮ້ອງຂໍ,,
번역 완료,ADMIN 무브관리,Request pick-up date,,Request pick-up date,ຮ້ອງຂໍວັນທີໄປຮັບຜູ້ໂດຍສານ,ขอวันรับรถ,
번역 완료,ADMIN 무브배차,Request time,,Request time,ໃຫ້ເວລາ,ขอเวลา,
병합 필요,"ADMIN 로지스틱스(보류), ADMIN 정산",Requested,,Requested,ຮ້ອງຂໍແລ້ວ,ร้องขอแล้ว,
병합 필요,"ADMIN 드라이버관리, ADMIN 무브관리",Requested,,Requested,ຮ້ອງຂໍແລ້ວ,,
번역 완료,"ADMIN 정산, ADMIN 회원관리",Requested date,,Requested date,ປະເພດ,,
번역 완료,ADMIN 콕콕관리,Requested pick-up date,,Requested pick-up date,ວັນທີ່ຕ້ອງການໃຫ້ໄປຮັບ,วันที่ต้องการให้ไปรับ,
번역 완료,"ADMIN 드라이버관리, ADMIN 정산",Requested points,,Requested points,ຄະແນນທີ່ສະເໜີ,,
번역 완료,ADMIN 콕콕관리,Reset,,Reset,ຣີເຊັດ,,
